City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
282,Suba,PH,2022-05-22 04:43:22,10.8438,121.0102,84.22,70,99,6.42
283,Chokwe,MZ,2022-05-22 04:43:22,-24.5333,32.9833,64.53,96,97,1.72
284,Kruisfontein,ZA,2022-05-22 04:43:22,-34.0033,24.7314,47.88,87,2,4.45
285,Aklavik,CA,2022-05-22 04:42:19,68.2191,-135.0107,34.66,86,99,4.97
286,Santa Fe,AR,2022-05-22 04:39:26,-31.6333,-60.7,57.0,92,26,1.01
287,Catamarca,AR,2022-05-22 04:43:23,-28.4696,-65.7852,54.59,53,27,8.14
288,Te Anau,NZ,2022-05-22 04:39:20,-45.4167,167.7167,42.4,79,52,4.29
289,Minna,NG,2022-05-22 04:43:24,9.6139,6.5569,76.71,83,0,2.3
290,Arak,IR,2022-05-22 04:43:24,34.0917,49.6892,56.16,35,0,0.0
291,Matagami,CA,2022-05-22 04:43:25,49.7502,-77.6328,37.51,87,40,2.3
292,Ouadda,CF,2022-05-22 04:43:25,8.0777,22.4007,69.93,89,99,0.58
293,Arys,KZ,2022-05-22 04:43:25,42.4252,68.795,62.62,49,100,5.1
294,Marsh Harbour,BS,2022-05-22 04:43:26,26.5412,-77.0636,78.51,87,29,13.29
295,Charlottesville,US,2022-05-22 04:38:45,38.0293,-78.4767,77.25,81,20,6.91
296,Kavieng,PG,2022-05-22 04:39:44,-2.5744,150.7967,85.01,64,96,13.29
297,Ancud,CL,2022-05-22 04:33:29,-41.8697,-73.8203,53.01,95,100,23.58
298,Vila Franca Do Campo,PT,2022-05-22 04:43:27,37.7167,-25.4333,68.2,97,100,3.83
299,Tuatapere,NZ,2022-05-22 04:43:27,-46.1333,167.6833,44.87,75,63,13.6
300,Kaa-Khem,RU,2022-05-22 04:43:28,51.6833,94.7333,75.25,24,41,4.41
301,Marienburg,PL,2022-05-22 04:43:28,54.0359,19.0266,52.88,77,79,13.31
302,Geraldton,AU,2022-05-22 04:43:29,-28.7667,114.6,66.61,82,100,36.82
303,Sun Valley,US,2022-05-22 04:43:29,39.5963,-119.776,60.73,21,87,4.0
304,Sarh,TD,2022-05-22 04:43:29,9.1429,18.3923,78.71,83,0,0.0
305,Maroantsetra,MG,2022-05-22 04:43:30,-15.4333,49.7333,75.92,86,87,7.25
306,Bani Walid,LY,2022-05-22 04:43:30,31.7566,13.9942,64.62,31,0,6.6
307,Pskov,RU,2022-05-22 04:43:31,57.8136,28.3496,48.11,53,0,11.18
308,Loandjili,CG,2022-05-22 04:43:31,-4.7561,11.8578,72.97,88,97,4.23
309,Richmond,US,2022-05-22 04:42:43,37.5538,-77.4603,74.07,89,75,5.75
310,Najran,SA,2022-05-22 04:43:32,17.4924,44.1277,74.05,8,31,1.34
311,Georgetown,MY,2022-05-22 04:43:32,5.4112,100.3354,87.75,73,40,9.22
312,Ulaangom,MN,2022-05-22 04:43:33,49.9811,92.0667,74.44,21,46,9.78
313,Bombay,IN,2022-05-22 04:38:34,19.0144,72.8479,87.78,74,40,12.66
314,Chara,RU,2022-05-22 04:43:33,56.9064,118.2631,56.28,48,100,3.11
315,Taltal,CL,2022-05-22 04:43:34,-25.4,-70.4833,61.45,69,13,2.93
316,Hervey Bay,AU,2022-05-22 04:43:34,-25.2986,152.8535,69.03,91,66,3.0
317,Sofiyivka,UA,2022-05-22 04:43:35,48.0493,33.8746,57.2,73,75,16.55
318,Lashio,MM,2022-05-22 04:43:35,22.9333,97.75,82.15,62,43,0.22
319,Ust-Kuyga,RU,2022-05-22 04:43:36,70.0167,135.6,38.7,80,57,3.87
320,Mahina,PF,2022-05-22 04:43:36,-17.5065,-149.489,80.37,69,20,4.61
321,Miri,MY,2022-05-22 04:43:36,4.4148,114.0089,87.94,70,40,8.05
322,Nantucket,US,2022-05-22 04:42:19,41.2835,-70.0995,66.31,96,0,8.05
323,Aitape,PG,2022-05-22 04:43:37,-3.1374,142.3475,82.27,83,100,6.85
324,Tiarei,PF,2022-05-22 04:43:38,-17.5333,-149.3333,80.62,72,20,10.94
325,Cap Malheureux,MU,2022-05-22 04:43:38,-19.9842,57.6142,73.47,76,2,5.99
326,Yuancheng,CN,2022-05-22 04:43:38,36.652,107.7896,75.24,35,92,12.91
327,Fayaoue,NC,2022-05-22 04:44:39,-20.65,166.5333,77.68,81,82,18.9
328,Kahului,US,2022-05-22 04:44:40,20.8947,-156.47,82.42,66,20,19.57
329,Vitim,RU,2022-05-22 04:44:40,59.4511,112.5578,62.53,56,100,8.25
330,Inverell,AU,2022-05-22 04:44:41,-29.7833,151.1167,58.1,93,100,1.99
331,Telford,GB,2022-05-22 04:44:41,52.6766,-2.4493,53.53,82,40,5.75
332,Sindor,RU,2022-05-22 04:44:41,62.8629,51.8905,35.35,91,100,11.34
333,Cheremukhovo,RU,2022-05-22 04:44:42,60.3484,59.9851,33.82,98,100,10.42
334,Chadiza,ZM,2022-05-22 04:44:42,-14.0678,32.4392,62.71,80,97,3.36
335,Whitehorse,CA,2022-05-22 04:40:43,60.7161,-135.0538,61.57,23,20,11.5
336,Sao Filipe,CV,2022-05-22 04:44:43,14.8961,-24.4956,71.19,79,69,6.35
337,Quelimane,MZ,2022-05-22 04:44:43,-17.8786,36.8883,73.35,88,40,5.75
338,Portland,US,2022-05-22 04:40:20,45.5234,-122.6762,64.38,62,20,9.22
339,Lokosovo,RU,2022-05-22 04:44:44,61.1333,74.8167,60.53,53,100,20.47
340,Alenquer,BR,2022-05-22 04:44:44,-1.9417,-54.7383,72.88,96,95,2.33
341,Abu Zabad,SD,2022-05-22 04:44:45,12.35,29.25,80.85,55,99,9.33
342,Comodoro Rivadavia,AR,2022-05-22 04:44:45,-45.8667,-67.5,44.46,93,0,3.44
343,Weligama,LK,2022-05-22 04:44:45,5.9667,80.4167,84.99,72,32,14.12
344,Rumboci,BA,2022-05-22 04:44:46,43.8322,17.5011,59.07,98,98,4.9
345,Belaya Gora,RU,2022-05-22 04:44:46,68.5333,146.4167,48.87,71,100,7.96
346,Rocha,UY,2022-05-22 04:42:09,-34.4833,-54.3333,48.24,89,0,3.94
347,Blenheim,NZ,2022-05-22 04:44:47,-41.516,173.9528,54.95,59,2,8.43
348,Vilhena,BR,2022-05-22 04:44:47,-12.7406,-60.1458,62.73,81,18,1.95
349,Tuy Hoa,VN,2022-05-22 04:44:48,13.0833,109.3,88.05,64,100,2.8
350,Ambovombe,MG,2022-05-22 04:44:48,-25.1667,46.0833,68.7,62,1,3.38
351,Puerto Guzman,CO,2022-05-22 04:44:49,0.9703,-76.5858,68.38,96,14,3.38
352,Leningradskiy,RU,2022-05-22 04:44:49,69.3833,178.4167,34.21,96,97,11.05
353,Karratha,AU,2022-05-22 04:44:49,-20.7377,116.8463,82.02,62,100,7.07
354,Ribeira Grande,PT,2022-05-22 04:44:50,38.5167,-28.7,63.99,94,100,1.83
355,Sampit,ID,2022-05-22 04:44:50,-2.5333,112.95,84.97,79,63,2.33
356,Abaza,RU,2022-05-22 04:44:51,52.655,90.0928,76.8,31,100,4.23
357,Saint-Augustin,CA,2022-05-22 04:44:51,51.226,-58.6502,45.05,93,100,16.04
358,Mahanje,TZ,2022-05-22 04:44:52,-9.9333,35.3333,62.55,87,93,1.66
359,Wonthaggi,AU,2022-05-22 04:44:52,-38.6044,145.5913,56.82,66,0,7.78
360,Basco,PH,2022-05-22 04:44:53,20.4487,121.9702,80.6,77,61,11.9
361,Coos Bay,US,2022-05-22 04:44:36,43.3665,-124.2179,51.93,91,100,16.11
362,Muroto,JP,2022-05-22 04:44:53,33.2833,134.15,69.15,64,66,4.45
363,Vardo,NO,2022-05-22 04:44:54,70.3705,31.1107,39.18,87,100,18.41
364,Oum Hadjer,TD,2022-05-22 04:44:54,13.2954,19.6966,82.47,30,35,9.48
365,Havoysund,NO,2022-05-22 04:44:55,70.9963,24.6622,43.03,75,100,2.59
366,Bad Windsheim,DE,2022-05-22 04:44:55,49.5,10.4167,55.76,88,20,0.0
367,Qaanaaq,GL,2022-05-22 04:44:56,77.484,-69.3632,13.87,86,99,6.04
368,Beni,CD,2022-05-22 04:44:57,0.5,29.4667,63.73,98,100,1.63
369,Qinzhou,CN,2022-05-22 04:44:57,21.95,108.6167,79.54,85,100,9.08
370,Walvis Bay,NA,2022-05-22 04:44:58,-22.9575,14.5053,49.15,53,5,5.75
371,Maniitsoq,GL,2022-05-22 04:45:58,65.4167,-52.9,33.62,98,100,21.27
372,Sao Joao Da Barra,BR,2022-05-22 04:40:59,-21.6403,-41.0511,63.0,89,13,5.44
373,Dolores,AR,2022-05-22 04:45:59,-36.3132,-57.6792,47.28,68,5,3.0
374,Linxia,CN,2022-05-22 04:46:00,35.6003,103.2064,72.82,31,0,4.99
375,Saint-Hubert,BE,2022-05-22 04:46:00,50.05,5.3833,52.11,85,77,2.3
376,Padang,ID,2022-05-22 04:43:48,-0.9492,100.3543,87.85,68,74,5.59
377,Tiznit,MA,2022-05-22 04:46:01,29.5833,-9.5,68.16,48,84,1.5
378,Mayna,RU,2022-05-22 04:46:02,54.1135,47.6231,39.11,81,97,1.88
379,Tyup,KG,2022-05-22 04:46:02,42.7276,78.3648,64.51,52,100,4.34
380,Walla Walla,US,2022-05-22 04:44:39,46.0646,-118.343,53.85,74,0,9.22
381,Ileza,RU,2022-05-22 04:46:03,61.0533,43.9002,32.63,68,100,9.73
382,Talara,PE,2022-05-22 04:46:03,-4.5772,-81.2719,67.41,82,72,15.86
383,San Pedro,PH,2022-05-22 04:46:04,14.35,121.0167,90.36,66,75,4.61
384,Helong,CN,2022-05-22 04:46:04,42.5397,128.9972,73.72,25,6,8.84
385,San Policarpo,PH,2022-05-22 04:46:05,12.1791,125.5072,84.29,74,100,11.68
386,Kichera,RU,2022-05-22 04:46:05,55.9375,110.0997,50.52,80,96,7.02
387,Christchurch,NZ,2022-05-22 04:45:32,-43.5333,172.6333,54.95,75,21,8.05
388,Eyl,SO,2022-05-22 04:46:06,7.9803,49.8164,88.12,51,86,24.18
389,Puerto Leguizamo,CO,2022-05-22 04:46:07,-0.1934,-74.7819,69.15,98,44,2.01
390,Kasama,ZM,2022-05-22 04:44:45,-10.2129,31.1808,61.57,85,98,3.06
391,Zihuatanejo,MX,2022-05-22 04:46:07,17.6333,-101.55,79.41,78,68,4.38
392,Wilmington,US,2022-05-22 04:44:58,34.2257,-77.9447,77.0,86,40,5.75
393,Mishan,CN,2022-05-22 04:46:08,45.55,131.8833,68.72,41,45,12.01
394,Sambava,MG,2022-05-22 04:46:09,-14.2667,50.1667,75.25,89,100,12.35
395,Shumskiy,RU,2022-05-22 04:46:09,54.8318,99.1328,73.06,32,97,13.22
396,Porto Belo,BR,2022-05-22 04:46:10,-27.1578,-48.5531,56.16,83,0,4.94
397,Antalaha,MG,2022-05-22 04:46:10,-14.9003,50.2788,74.32,90,97,9.62
398,Yaya,RU,2022-05-22 04:46:11,56.206,86.44,75.31,44,52,8.39
399,Mumford,GH,2022-05-22 04:46:11,5.2618,-0.759,75.33,91,100,10.76
400,San Joaquin,US,2022-05-22 04:46:11,37.9333,-121.3011,75.45,29,0,12.66
401,Yuzhnouralsk,RU,2022-05-22 04:46:12,54.4418,61.2536,46.6,60,50,14.83
402,Bandarbeyla,SO,2022-05-22 04:46:12,9.4942,50.8122,89.38,53,94,21.52
403,Scarborough,GB,2022-05-22 04:44:43,54.2797,-0.4044,52.79,82,95,7.63
404,Mikhaylovsk,RU,2022-05-22 04:46:13,45.1283,42.0256,66.42,39,0,8.95
405,Penzberg,DE,2022-05-22 04:46:14,47.75,11.3833,51.75,95,38,0.65
406,Manggar,ID,2022-05-22 04:46:14,-2.8833,108.2667,86.79,65,56,7.31
407,Whitianga,NZ,2022-05-22 04:41:28,-36.8333,175.7,60.62,66,7,14.0
408,Longyearbyen,SJ,2022-05-22 04:43:56,78.2186,15.6401,35.44,75,75,3.44
409,Upernavik,GL,2022-05-22 04:46:15,72.7868,-56.1549,28.45,87,100,2.53
410,West Hartford,US,2022-05-22 04:46:15,41.762,-72.742,74.32,88,0,4.61
411,Severo-Kurilsk,RU,2022-05-22 04:46:16,50.6789,156.125,45.46,91,74,12.06
412,Talnakh,RU,2022-05-22 04:42:35,69.4865,88.3972,47.21,86,99,6.8
413,Kaniama,CD,2022-05-22 04:46:17,-7.5667,24.1833,67.93,78,88,2.66
414,Dukat,RU,2022-05-22 04:46:17,62.55,155.55,35.22,78,96,6.98
415,Kankaanpaa,FI,2022-05-22 04:46:18,61.8,22.4167,45.36,49,100,4.0
416,General Roca,AR,2022-05-22 04:46:18,-39.0333,-67.5833,52.88,34,98,5.75
417,Bitung,ID,2022-05-22 04:46:19,1.4451,125.1824,92.25,66,74,10.22
418,Martil,MA,2022-05-22 04:46:29,35.6166,-5.2752,67.96,77,75,5.75
419,Talaya,RU,2022-05-22 04:47:19,61.3833,152.75,43.0,61,95,9.66
420,Katherine,AU,2022-05-22 04:47:20,-14.4667,132.2667,91.72,27,6,6.91
421,Yerbogachen,RU,2022-05-22 04:47:21,61.2767,108.0108,58.78,64,84,8.46
422,Cabedelo,BR,2022-05-22 04:47:21,-6.9811,-34.8339,75.87,89,95,12.64
423,Kirillov,RU,2022-05-22 04:47:21,59.863,38.3813,36.5,49,27,9.28
424,Kirakira,SB,2022-05-22 04:47:22,-10.4544,161.9205,83.75,70,19,4.85
425,Ximei,CN,2022-05-22 04:47:22,24.9639,118.3794,71.47,80,100,2.84
426,Santa Maria,BR,2022-05-22 04:44:43,-29.6842,-53.8069,50.16,89,88,2.53
427,Pevek,RU,2022-05-22 04:47:23,69.7008,170.3133,36.91,92,84,5.68
428,Voyvozh,RU,2022-05-22 04:47:23,62.892,54.9635,33.87,96,100,11.59
429,Haapiti,PF,2022-05-22 04:47:24,-17.5667,-149.8667,80.33,71,17,10.98
430,Rumphi,MW,2022-05-22 04:47:24,-11.0186,33.8575,64.09,81,38,3.6
431,Kinshasa,CD,2022-05-22 04:44:57,-4.3246,15.3215,71.26,90,75,1.68
432,Port Macquarie,AU,2022-05-22 04:46:16,-31.4333,152.9167,58.89,100,100,5.75
433,Wanning,CN,2022-05-22 04:47:25,18.8003,110.3967,85.06,73,99,9.4
434,Santa Vitoria,BR,2022-05-22 04:47:26,-18.8386,-50.1214,55.35,55,53,3.11
435,Cardston,CA,2022-05-22 04:47:26,49.2,-113.3019,39.34,70,32,2.3
436,Goderich,CA,2022-05-22 04:47:26,43.7501,-81.7165,57.52,88,100,2.3
437,Lahaina,US,2022-05-22 04:47:27,20.8783,-156.6825,85.24,81,10,9.86
438,Mehamn,NO,2022-05-22 04:47:27,71.0357,27.8492,40.91,96,100,5.91
439,San Patricio,US,2022-05-22 04:46:13,28.017,-97.5169,82.49,93,32,13.85
440,Vao,NC,2022-05-22 04:44:09,-22.6667,167.4833,73.94,86,65,24.7
441,Saint-Pierre,RE,2022-05-22 04:47:28,-21.3393,55.4781,75.9,53,0,5.75
442,Camopi,GF,2022-05-22 04:47:29,3.1655,-52.3158,70.52,99,100,1.74
443,Urucara,BR,2022-05-22 04:47:29,-2.5364,-57.76,70.52,97,59,1.59
444,Russell,US,2022-05-22 04:45:19,32.3502,-85.1999,73.0,94,0,0.0
445,Mongo,TD,2022-05-22 04:47:30,12.1844,18.693,84.25,43,48,4.61
446,Isangel,VU,2022-05-22 04:44:20,-19.55,169.2667,78.51,86,55,12.77
447,Noumea,NC,2022-05-22 04:46:14,-22.2763,166.4572,82.38,99,80,14.54
448,Punta Umbria,ES,2022-05-22 04:47:31,37.1821,-6.9661,61.23,66,100,7.25
449,Neiafu,TO,2022-05-22 04:47:31,-18.65,-173.9833,84.88,74,40,4.61
450,Kodarma,IN,2022-05-22 04:47:32,24.4667,85.6,96.21,30,30,6.78
451,Sudak,UA,2022-05-22 04:47:32,44.85,34.9667,61.38,66,25,6.55
452,Pangnirtung,CA,2022-05-22 04:47:32,66.1451,-65.7125,28.17,82,100,8.23
453,Marrakesh,MA,2022-05-22 04:44:51,31.6315,-8.0083,64.47,77,0,4.61
454,Cherepet,RU,2022-05-22 04:47:33,54.1178,36.3788,48.72,71,100,12.53
455,Asau,RO,2022-05-22 04:47:33,46.4333,26.4,60.96,54,95,1.05
456,Haag,NL,2022-05-22 04:47:34,52.0767,4.2986,51.94,89,48,1.99
457,Namatanai,PG,2022-05-22 04:47:34,-3.6667,152.4333,84.09,65,93,12.82
458,Chistoye,RU,2022-05-22 04:47:35,56.5375,43.0045,39.6,55,8,8.1
459,Buala,SB,2022-05-22 04:47:35,-8.145,159.5921,84.9,66,21,4.76
460,Emerald,AU,2022-05-22 04:47:36,-23.5333,148.1667,68.77,70,93,15.39
461,West Fargo,US,2022-05-22 04:47:36,46.875,-96.9004,40.01,75,0,1.01
462,Flinders,AU,2022-05-22 04:48:36,-34.5833,150.8552,64.18,80,86,5.01
463,Clyde River,CA,2022-05-22 04:48:37,70.4692,-68.5914,19.63,93,100,13.8
464,Praia Da Vitoria,PT,2022-05-22 04:48:37,38.7333,-27.0667,64.65,100,75,4.76
465,Tarsus,TR,2022-05-22 04:48:38,36.9188,34.8784,75.07,24,0,5.37
466,Kizema,RU,2022-05-22 04:48:38,61.113,44.8302,33.6,69,100,10.2
467,Karatsu,JP,2022-05-22 04:48:39,33.4425,129.9697,80.49,55,20,9.42
468,Nizwa,OM,2022-05-22 04:48:39,22.9333,57.5333,96.58,15,0,5.14
469,Vallenar,CL,2022-05-22 04:48:40,-28.5708,-70.7581,58.35,60,25,2.42
470,Upata,VE,2022-05-22 04:48:40,8.0086,-62.3989,74.19,85,73,5.48
471,Anadyr,RU,2022-05-22 04:48:41,64.75,177.4833,50.5,57,0,6.71
472,Smoky Lake,CA,2022-05-22 04:48:41,54.1169,-112.4686,50.72,27,47,3.44
473,Pisco,PE,2022-05-22 04:48:42,-13.7,-76.2167,60.03,94,100,2.3
474,Tilichiki,RU,2022-05-22 04:48:42,60.4667,166.1,39.27,75,80,3.96
475,Sydney,AU,2022-05-22 04:45:45,-33.8679,151.2073,65.5,69,75,12.66
476,Boundiali,CI,2022-05-22 04:48:43,9.5217,-6.4869,71.8,91,99,7.43
477,Shache,CN,2022-05-22 04:48:43,38.4167,77.2406,73.71,23,100,6.42
478,Barillas,GT,2022-05-22 04:48:44,15.8036,-91.3158,65.35,81,86,2.77
479,Mponela,MW,2022-05-22 04:48:44,-13.5319,33.7401,55.49,72,53,5.7
480,Labuhan,ID,2022-05-22 04:48:44,-6.8844,112.2051,86.88,64,63,10.96
481,La Macarena,CO,2022-05-22 04:48:45,2.1837,-73.7849,69.82,97,94,1.7
482,Poso,ID,2022-05-22 04:48:45,-1.3959,120.7524,86.77,58,70,5.21
483,La Libertad,EC,2022-05-22 04:48:46,-2.2333,-80.9,72.77,89,100,6.78
484,Amarante Do Maranhao,BR,2022-05-22 04:48:46,-5.5667,-46.7422,69.8,96,96,1.19
485,Sept-Iles,CA,2022-05-22 04:43:57,50.2001,-66.3821,46.92,97,100,3.44
486,Trelleborg,SE,2022-05-22 04:48:47,55.3751,13.1569,51.98,88,77,11.27
487,Puerto Quijarro,BO,2022-05-22 04:48:47,-17.7833,-57.7667,61.03,47,34,2.35
488,Sur,OM,2022-05-22 04:48:48,22.5667,59.5289,101.3,27,0,9.28
489,Broken Hill,AU,2022-05-22 04:48:48,-31.95,141.4333,65.05,54,22,11.68
490,Arman,RU,2022-05-22 04:48:49,59.7,150.1667,44.02,95,100,1.14
491,Bathsheba,BB,2022-05-22 04:45:01,13.2167,-59.5167,81.21,74,20,19.57
492,Naryan-Mar,RU,2022-05-22 04:48:49,67.6713,53.087,29.32,73,98,18.97
493,Asfi,MA,2022-05-22 04:48:50,32.2994,-9.2372,64.11,90,96,12.84
494,Road Town,VG,2022-05-22 04:45:04,18.4167,-64.6167,78.89,68,84,16.13
495,Urengoy,RU,2022-05-22 04:48:50,65.9667,78.3667,43.32,69,100,2.68
496,Zadar,HR,2022-05-22 04:48:51,44.1197,15.2422,59.61,94,0,1.14
497,Corsicana,US,2022-05-22 04:48:51,32.0954,-96.4689,64.42,91,75,11.5
498,Sakyla,FI,2022-05-22 04:48:52,61.0333,22.3333,47.95,46,100,6.82
499,Nevers,FR,2022-05-22 04:48:52,46.9167,3.3333,58.71,79,98,2.24
500,Ossora,RU,2022-05-22 04:48:53,59.2353,163.0719,40.12,86,98,5.48
501,Pemangkat,ID,2022-05-22 04:48:53,1.1667,108.9667,86.65,67,50,8.16
502,Aksarka,RU,2022-05-22 04:48:53,66.5606,67.7975,34.41,68,100,20.33
503,Tevriz,RU,2022-05-22 04:48:54,57.509,72.4042,67.01,57,66,7.36
504,Iracoubo,GF,2022-05-22 04:48:54,5.4802,-53.2011,76.6,90,100,10.25
505,Baykit,RU,2022-05-22 04:48:55,61.67,96.37,53.33,78,100,4.99
506,Botwood,CA,2022-05-22 04:48:55,49.1499,-55.3482,54.9,47,100,12.08
507,Senneterre,CA,2022-05-22 04:48:55,48.3835,-77.2328,42.69,91,81,5.75
508,Villarrica,PY,2022-05-22 04:48:56,-25.75,-56.4333,50.34,93,43,3.33
509,Elat,IL,2022-05-22 04:48:56,29.5581,34.9482,75.04,53,0,4.61
510,Salamiyah,SY,2022-05-22 04:49:57,35.0113,37.0532,81.19,12,76,8.84
511,Kaeo,NZ,2022-05-22 04:49:57,-35.1,173.7833,60.51,73,100,8.23
512,Qinhuangdao,CN,2022-05-22 04:49:58,39.9317,119.5883,78.12,33,5,9.55
513,Les Trois-Ilets,MQ,2022-05-22 04:49:58,14.539,-61.0361,80.51,78,75,12.66
514,Yinchuan,CN,2022-05-22 04:49:58,38.4681,106.2731,84.65,17,9,1.48
515,Tipperary,IE,2022-05-22 04:49:59,52.4733,-8.1558,54.05,93,100,5.66
516,Poya,NC,2022-05-22 04:45:51,-21.35,165.15,78.01,80,67,6.15
517,Okoneshnikovo,RU,2022-05-22 04:49:59,54.8377,75.0834,75.31,35,97,10.13
518,Fengkou,CN,2022-05-22 04:50:00,30.0833,113.2667,75.79,67,100,6.58
519,Ahipara,NZ,2022-05-22 04:50:00,-35.1667,173.1667,61.3,72,100,12.33
520,Bealanana,MG,2022-05-22 04:50:01,-14.55,48.7333,64.71,94,97,3.71
521,Bilibino,RU,2022-05-22 04:50:01,68.0546,166.4372,49.71,57,71,8.05
522,Taganak,PH,2022-05-22 04:50:02,6.0833,118.3,86.14,75,100,12.82
523,Uusikaupunki,FI,2022-05-22 04:50:02,60.8004,21.4084,47.16,52,100,8.21
524,Aksu,CN,2022-05-22 04:50:03,41.1231,80.2644,83.82,17,100,13.87
525,Znamenskoye,RU,2022-05-22 04:50:03,57.1281,73.8282,73.58,39,90,11.99
526,Prainha,BR,2022-05-22 04:50:04,-1.8,-53.48,71.74,98,97,0.98
527,Curvelo,BR,2022-05-22 04:48:14,-18.7564,-44.4308,54.64,74,0,4.38
528,Saint-Joseph,RE,2022-05-22 04:50:04,-21.3667,55.6167,73.78,68,9,9.35
529,Makueni,KE,2022-05-22 04:50:05,-1.8041,37.6203,65.98,78,100,1.5
530,Lagoa,PT,2022-05-22 04:50:05,39.05,-27.9833,61.97,95,100,2.17
531,Suluq,LY,2022-05-22 04:50:06,31.6682,20.2521,63.52,83,0,9.57
532,Ayan,RU,2022-05-22 04:50:06,56.45,138.1667,33.48,96,96,8.57
533,Boa Vista,BR,2022-05-22 04:50:07,2.8197,-60.6733,75.18,88,100,2.3
534,Riachao Das Neves,BR,2022-05-22 04:50:07,-11.7461,-44.91,67.5,75,18,0.89
535,Georgiyevka,KZ,2022-05-22 04:50:08,43.0369,74.7114,59.04,82,75,4.47
536,Shagonar,RU,2022-05-22 04:50:08,51.5333,92.8,69.58,38,89,2.17
537,Ranchi,IN,2022-05-22 04:50:09,23.35,85.3333,82.51,65,75,5.75
538,El Alto,PE,2022-05-22 04:50:09,-4.2714,-81.2147,66.6,80,75,13.47
539,Matara,LK,2022-05-22 04:50:09,5.9485,80.5353,85.66,70,32,14.34
540,Hidalgo,MX,2022-05-22 04:49:27,20.5,-99.0,70.23,57,2,3.11
541,Seymchan,RU,2022-05-22 04:50:10,62.8833,152.4333,51.37,45,95,14.5
542,Riyadh,SA,2022-05-22 04:47:25,24.6877,46.7219,86.14,11,0,7.16
543,Verkh-Usugli,RU,2022-05-22 04:50:11,52.7,115.1667,67.91,28,62,13.94
544,Saint George,US,2022-05-22 04:47:41,37.1041,-113.5841,73.99,16,0,8.05
545,Saurimo,AO,2022-05-22 04:50:11,-9.6608,20.3916,60.06,64,15,3.67
546,Vestmannaeyjar,IS,2022-05-22 04:50:12,63.4427,-20.2734,47.88,79,14,10.71
547,Gorontalo,ID,2022-05-22 04:50:14,0.5412,123.0595,81.07,82,97,4.03
548,Craig,US,2022-05-22 04:50:15,40.5153,-107.5464,46.02,49,75,3.44
549,Powell,US,2022-05-22 04:47:43,40.1578,-83.0752,65.25,96,0,4.61
550,Synya,RU,2022-05-22 04:50:16,65.3718,58.0387,38.28,68,100,12.62
551,Madras,IN,2022-05-22 04:45:48,13.0878,80.2785,91.38,65,75,11.5
552,Sunndalsora,NO,2022-05-22 04:50:16,62.6754,8.5515,49.01,92,100,2.01
553,Baker City,US,2022-05-22 04:50:17,44.7749,-117.8344,47.91,61,20,10.36
554,Skibbereen,IE,2022-05-22 04:50:17,51.55,-9.2667,54.1,94,100,11.95
555,Moose Factory,CA,2022-05-22 04:51:18,51.2585,-80.6094,41.0,70,100,5.75
556,Angoche,MZ,2022-05-22 04:51:18,-16.2325,39.9086,73.85,85,5,6.24
557,Saldanha,ZA,2022-05-22 04:51:18,-33.0117,17.9442,42.85,82,53,4.07
558,Ejura,GH,2022-05-22 04:51:19,7.3856,-1.3562,72.66,92,100,5.55
559,Balkanabat,TM,2022-05-22 04:51:19,39.5108,54.3671,65.88,40,0,9.19
560,Ilyich,KZ,2022-05-22 04:51:20,40.8464,68.5067,61.5,58,100,3.67
561,Rundu,NA,2022-05-22 04:51:20,-17.9333,19.7667,39.72,47,0,5.64
562,Dauphin,CA,2022-05-22 04:51:21,51.1494,-100.0502,39.34,75,0,3.44
563,Beira,MZ,2022-05-22 04:51:22,-19.8436,34.8389,75.29,88,75,10.36
564,Monte Alegre,BR,2022-05-22 04:51:22,-2.0078,-54.0692,72.79,97,78,1.21
